_id,Geographic Area Served,Asset Name,Type of Entity,Digital Equity Pillars,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,Description of Services,Website,Street Address
185,Molokaʻi,Molokaʻi Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"15 Ala Malama Ave, Kaunakakai, HI 96748, United States"
186,Molokaʻi,Molokaʻi Rural Health Community Association,Health Center,Device Availability & Affordability; Digital Literacy,1,1,,x,x,x,x,1,x,Provides devices and digital literacy training for kūpuna on Molokaʻi.,https://Molokaʻichc.org/,"
30 Oki Place
Kaunakakai, HI 96748"
187,Molokaʻi,State of Hawaii Department of Vocational Rehabilitation - Molokaʻi Section Field Office,State Agency,Device Availability & Affordability; Broadband Availability; Digital Literacy,x,,x,x,1,x,,x,x,"Program for persons with disabilities who require assistance to prepare for, secure, retain or regain employment. Provides a rehabilitation worker who specializes in job training and job placement. May provide assistive technology and training depending on the skills needed for employment.",https://humanservices.hawaii.gov/vr/contact-vr/,"55 Makaena St., Rm 3
Kaunakakai, HI 96748"
188,Molokaʻi,UHMC Molokaʻi campus,Higher Education,Broadband Availability & Affordability,x,x,x,x,x,x,x,1,x,Public wifi network available with password.,https://maui.hawaii.edu/Molokaʻi/,"310 W. Ka’ahumanu Ave
Kahului, Hawaii 96732-1617"
189,Niihau,Niihau High and Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kapaa-Kauaʻi-Waimea complex area.,Tbd,"c/o Waimea High School 9707 Tsuchiya Road, Waimea, HI 96796"
190,Oʻahu,Ahrens Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,x,x,Serves the Pearl City-Waipahu complex area.,https://www.augustahrens.org/,"94-1170 Waipahu Street, Waipahu, HI 96797"
191,Oʻahu,Ahuimanu Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.ahuimanu.k12.hi.us/,"47-470 Hui Aeko Place, Kaneohe, HI 96744"
192,Oʻahu,Aiea Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Aiea Moanalua-Radford complex area.,https://www.aieael.k12.hi.us/,"99-370 Moanalua Road, Aiea, HI 96701"
193,Oʻahu,Aiea High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Aiea Moanalua-Radford complex area.,https://www.aieahs.org/,"98-1276 Ulune Street, Aiea, HI 96701"
194,Oʻahu,Aiea Intermediate,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Aiea Moanalua-Radford complex area.,https://www.aieais.k12.hi.us/,"99-600 Kulawea Street, Aiea, HI 96701"
195,Oʻahu,Aiea Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"99-374 Pohai Place, Aiea, HI 96701, United States"
196,Oʻahu,Aikahi Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://www.aikahielementary.com/,"281 Ilihau Street, Kailua, HI 96734"
197,Oʻahu,Aina Haina Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,http://www.ainahaina.k12.hi.us/,"801 West Hind Drive, Honolulu, HI 96821"
198,Oʻahu,Aina Haina Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"5246 Kalanianaole Hwy, Honolulu, HI 96821, United States"
199,Oʻahu,Ala Wai Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.alawaielementary.org/,"503 Kamoku Street, Honolulu, HI 96826"
200,Oʻahu,Aliamanu Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Aiea Moanalua-Radford complex area.,https://aliamanu.k12.hi.us/,"3265 Salt Lake Blvd., Honolulu, HI 96818"
201,Oʻahu,Aliamanu Middle,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Aiea Moanalua-Radford complex area.,https://aliamanumiddleschool.org/,"3271 Salt Lake Blvd., Honolulu, HI 96818"
202,Oʻahu,Aliiolani Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.aliiolanischool.com/,"1240 7th Avenue, Honolulu, HI 96816"
203,Oʻahu,Barbers Point Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://barbers.k12.hi.us/,"3001 Boxer Road, Kapolei, HI 96707"
204,Oʻahu,Campbell High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://www.campbellhigh.org/,"91-980 North Road, Ewa Beach, HI 96706"
205,Oʻahu,Castle High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.castlehs.k12.hi.us/about-us,"45-386 Kaneohe Bay Drive, Kaneohe, HI 96744"
206,Oʻahu,Central Middle,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.keelikolanimiddle.org/,"1302 Queen Emma Street, Honolulu, HI 96813"
207,Oʻahu,City Department of Community Services WorkHawaii Division,County Agency,Device Availability & Affordability; Broadband Availability & Affordability; Digital Literacy,1,x,x,x,x,x,x,x,x,"Designated by the Oʻahu Workforce Development Board to be the lead for the consortium that operates the American Job Centers Hawaii. Serves Oʻahu residents who lack devices, software, training, and access to the Internet. Partnering with Lifeline to provide free cellular phones and tablets to qualified residents.",https://www.honolulu.gov/agencies/executive-branch/mainmenu-dcs/mainmenu-dcs-wh.html,"680 Iwilei Road, Suite 700
Honolulu HI 96817"
208,Oʻahu,Dole Middle,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.dolemiddleschool.org/,"1803 Kamehameha IV Road, Honolulu, HI 96819"
209,Oʻahu,East-West Center,Higher Education,,,,,,,x,1,x,x,"This center promotes better understanding, connectivity, and leaderhsip amongst the United States, Asia, and the Pacific. Their equity pillar focuses on dismantling barriers of access to information and education. This center also offers several programs to improve leadership and communication amongst nations. ",https://www.eastwestcenter.org/,"1601 East-West Road
Honolulu, HI 96848"
210,Oʻahu,Enchanted Lake Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://www.enchantedlakeelementary.org/,"770 Keolu Drive, Kailua, HI 96734"
211,Oʻahu,Ewa Beach Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://www.ewabeachelementary.org/,"91-740 Papipi Road, Ewa Beach, HI 96706"
212,Oʻahu,Ewa Beach Public and School Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"91-950 North Road, Ewa Beach, HI 96706, United States"
213,Oʻahu,Ewa Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://www.ewa.k12.hi.us/,"91-1280 Renton Road, Ewa Beach, HI 96706"
214,Oʻahu,Ewa Makai Middle,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://www.ewamakai.org/,"91-6291 Kapolei Parkway, Kapolei, HI 96706"
215,Oʻahu,Farrington High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.farringtonhighschool.org/,"1564 North King Street, Honolulu, HI 96817"
216,Oʻahu,Fern Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.fernschool.k12.hi.us/,"1121 Middle Street, Honolulu, HI 96819"
217,Oʻahu,Hahaione Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.hahaionees.org/,"595 Pepeekeo Street, Honolulu, HI 96825"
218,Oʻahu,Hakipuu Learning Center PCS,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.hakipuu.org/,"45-720 Keaahala Road, Kaneohe, HI 96744"
219,Oʻahu,Halau Ku Mana PCS,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.halaukumana.org/,"2101 Makiki Heights Drive, Honolulu, HI 96822"
220,Oʻahu,Hale Maluhia ,Non-profit,Broadband Availability; Device Availability; Online Privacy; Digital Literacy,1,,,,x,x,x,,x,"Affordable, permanent safe housing and support for victims of domestic violence. Have laptops with Internet available for clients to use. Enroll clients into online classes on pertinent topics like literacy. Goal to equip the survivors of domestic violence with the tools, skills and confidence to move forward from their abusers. Managed by Housing Solutions, Inc.",Statewide Office on Homelessness and Housing Solutions (OHHS) | Changing Lives at Hale Maluhia – An Ohana Zones Project (hawaii.gov),Confidential
221,Oʻahu,Haleiwa Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Leilehua-Mililani-Waialua complex area.,https://www.haleiwaelementary.com/,"66-505 Haleiwa Road, Haleiwa, HI 96712"
222,Oʻahu,Hauula Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.hauulaelementary.com/,"54-046 Kamehameha Highway, Hauula, HI 96717"
223,Oʻahu,Hawai'i Technology Academy PCS,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Pearl City-Waipahu complex area.,https://hi.myhta.org/,"94-450 Mokuola Street, Waipahu, HI 96797"
224,Oʻahu,Hawai`i School for the Deaf and the Blind,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.hsdb.k12.hi.us/,"3440 Leahi Avenue, Honolulu, HI 96815"
225,Oʻahu,Hawaii Alliance of Pacific Islanders,Non-profit,Access to Information and Tools,x,x,,,,1,x,x,x,"Supports programs that invest in the social wellbeing of Pacific Islanders. It helps provide equitable tools and knowledge for Pacific Islanders to collaborative and thrive. They partner with organizations that assist with official documentation, translation services, and vritual workshops.",https://theofficialhapi.org/,"48 N School Street, Unit 4
Honolulu, HI 96817"
226,Oʻahu,Hawaii Kai Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"249 Lunalilo Home Rd, Honolulu, HI 96825, United States"
227,Oʻahu,Hawaii State Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"478 S King St, Honolulu, HI 96813, United States"
228,Oʻahu,Hawaii State Public Library System - Hawaii Digital Navigators office hours,Public Library,"Digital Literacy, Digital Navigators",1,1,1,1,1,1,1,1,1,"Pilot program at select Oʻahu libraries (5), hours limited to two days per month, four hours per day.",https://www.librarieshawaii.org/,
229,Oʻahu,Hawaii State Public Library System - Library for the Blind & Print Disabled,Public Library,Online Accessibility & Inclusivity,x,x,,,1,,,,,"Provides access to reading materials and large type materials to those who are blind, visually impaired, or print disabled. Materials can be transferred to local libraries in HSPLS.",https://www.librarieshawaii.org/branch/library-for-the-blind-and-print-disabled/,"402 Kapahulu Avenue
Honolulu, HI 96815"
230,Oʻahu,Heeia Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.heeiahawks.org/,"46-202 Haiku Road, Kaneohe, HI 96744"
231,Oʻahu,Helemano Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Leilehua-Mililani-Waialua complex area.,https://www.helemano.k12.hi.us/,"1001 Ihi Ihi Avenue, Wahiawa, HI 96786"
232,Oʻahu,Hickam Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Aiea Moanalua-Radford complex area.,https://www.hickam.k12.hi.us/,"825 Manzelman Circle, Honolulu, HI 96818"
233,Oʻahu,Highlands Intermediate,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Pearl City-Waipahu complex area.,https://www.highlands.k12.hi.us/,"1460 Hoolaulea Street, Pearl City, HI 96782"
234,Oʻahu,Hokulani Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.hokulani-elementary.com/,"2940 Kamakini Street, Honolulu, HI 96816"
235,Oʻahu,Holomua Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://sites.google.com/k12.hi.us/holomua/home,"91-1561 Keaunui Drive, Ewa Beach, HI 96706"
236,Oʻahu,Honolulu Committee on Aging,County Agency,Kupuna Access to Information,x,x,,,x,,,,,"The purpose of the Committee is to advise the Mayor and County Departments in matters of the elderly. They aim to prepare elderly, maximize opportunities for wellbeing, prevent social isolation, and provide resources for caregivers.",https://www8.honolulu.gov/dcs/dcs-ead-honolulu-committee-on-aging/,"925 Dillingham Boulevard, Suite 200
Honolulu, HI 96817"
237,Oʻahu,Honowai Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Pearl City-Waipahu complex area.,https://honowai.org/,"94-600 Honowai Street, Waipahu, HI 96797"
238,Oʻahu,Hookele Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://hookele.hidoe.us/,"511 Kunehi Street, Kapolei, HI 96707"
239,Oʻahu,Hui o Hauʻula,Non-profit,Technology Training,x,x,,,,x,,x,x,"Hui O Hauʻula promotes community resilience in Hauʻula with nonprofit partners by offering community events, cultural gatherings, rent assistance, wellness, and land stewardship among others. Notably, they provide a keiki STEM after school program.",https://www.huiohauula.org/,"54-010 Kukuna Road 
Hau'ula, HI 96717"
240,Oʻahu,Iliahi Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Leilehua-Mililani-Waialua complex area.,https://www.iliahiel.k12.hi.us/,"2035 California Avenue, Wahiawa, HI 96786"
241,Oʻahu,Ilima Intermediate,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://www.ilimaintermediate.k12.hi.us/,"91-884 Fort Weaver Road, Ewa Beach, HI 96706"
242,Oʻahu,Inouye Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Leilehua-Mililani-Waialua complex area.,https://www.dkies.org/,"1 Ayres Avenue, Wahiawa, HI 96786"
243,Oʻahu,Institute for Human Services,Non-profit,Digital Literacy; Device Availability; Digital Navigators,x,,x,1,x,,,,x,"IHS strives to assist those that are unhoused or on the verge of homelessnes by providing shelter, meals, medical help, and case management. Some of the shelters have computer labs and the case management is heavily focused on assistance with online applications and access to online resources. ",https://ihshawaii.org,"546 Kaaahi Street
Honolulu, HI 96817"
244,Oʻahu,Iroquois Point Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://www.iroquois.k12.hi.us/,"5553 Cormorant Avenue, Ewa Beach, HI 96706"
245,Oʻahu,Jarrett Middle,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.jmshi.org/,"1903 Palolo Avenue, Honolulu, HI 96816"
246,Oʻahu,Jefferson Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.jeffersonsurfers.k12.hi.us/,"324 Kapahulu Avenue, Honolulu, HI 96815"
247,Oʻahu,Ka Waihona O Ka Naauao PCS,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Nanakuli-Waianae complex area.,https://www.kawaihonapcs.org/,"89-195 Farrington Highway, Wai'anae, HI 96792"
248,Oʻahu,Kaaawa Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.kaaawaschool.k12.hi.us/,"51-296 Kamehameha Highway, Kaaawa, HI 96730"
249,Oʻahu,Kaahumanu Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.kaahumanu.k12.hi.us/,"1141 Kinau Street, Honolulu, HI 96814"
250,Oʻahu,Kaala Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Leilehua-Mililani-Waialua complex area.,https://www.kaala.k12.hi.us/,"130 California Avenue, Wahiawa, HI 96786"
251,Oʻahu,Kaelepulu Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://www.kaelepulu.k12.hi.us/,"530 Keolu Drive, Kailua, HI 96734"
252,Oʻahu,Kaewai Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kaewaielementary.org/,"1929 Kamehameha IV Road, Honolulu, HI 96819"
253,Oʻahu,Kahala Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kes.k12.hi.us/,"4559 Kilauea Avenue, Honolulu, HI 96816"
254,Oʻahu,Kahaluu Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.kahaluuelementary.com/,"47-280 Waihee Road, Kaneohe, HI 96744"
255,Oʻahu,Kahuku Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.kahukuelementary.org/,"56-170 Pualalea Street, Kahuku, HI 96731"
256,Oʻahu,Kahuku High and Intermediate,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.kahukuhigh.org/,"56-490 Kamehameha Highway, Kahuku, HI 96731"
257,Oʻahu,Kahuku Public and School Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"56-490 Kamehameha Hwy, Kahuku, HI 96731"
258,Oʻahu,Kahumana,Non-profit,Digital Literacy; Device Availability,x,,,,1,,,x,x,"Kahumana is a holistic farm on the leeward coast of Oʻahu that has grown to house homeless families. They also provide wellness classses, activities for disabled individuals, teach farming methods, and host workshops in their learning center. Notably, they provide computer skills workshops in their learning center.",https://www.kahumana.org/,"86-660 Lualualei Homestead Road
Waianae, HI 96792"
259,Oʻahu,Kailua Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://sites.google.com/k12.hi.us/kailua/home,"315 Kuulei Road, Kailua, HI 96734"
260,Oʻahu,Kailua High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://www.kailuahighschool.com/,"451 Ulumanu Drive, Kailua, HI 96734"
261,Oʻahu,Kailua Intermediate,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://www.kis.k12.hi.us/,"145 South Kainalu Drive, Kailua, HI 96734"
262,Oʻahu,Kailua Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"239 Kuulei Rd, Kailua, HI 96734, United States"
263,Oʻahu,Kaimiloa Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Campbell-Kapolei complex area.,https://www.kaimiloa.k12.hi.us/,"91-1028 Kaunolu Street, Ewa Beach, HI 96706"
264,Oʻahu,Kaimuki High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://www.kaimukihigh.org/,"2705 Kaimuki Avenue, Honolulu, HI 96816"
265,Oʻahu,Kaimuki Middle,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kaimukimiddle.org/,"631 18th Avenue, Honolulu, HI 96816"
266,Oʻahu,Kaimuki Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"1041 Koko Head Ave, Honolulu, HI 96816, United States"
267,Oʻahu,Kainalu Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://www.kainalu.org/,"165 Kaiholu Street, Kailua, HI 96734"
268,Oʻahu,Kaiser High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kaiserhighschoolhawaii.org/,"511 Lunalilo Home Road, Honolulu, HI 96825"
269,Oʻahu,Kaiulani Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kaimuki-McKinley-Roosevelt complex area.,https://sites.google.com/k12.hi.us/kaiulanielementaryschool,"783 North King Street, Honolulu, HI 96817"
270,Oʻahu,Kalaheo High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Kailua-Kalaheo complex area.,https://www.kalaheohigh.org/,"730 Iliaina Street, Kailua, HI 96734"
271,Oʻahu,Kalakaua Middle,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kalakauamiddle.org/,"821 Kalihi Street, Honolulu, HI 96819"
272,Oʻahu,Kalani High,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kalanihighschool.org/,"4680 Kalanianaole Highway, Honolulu, HI 96821"
273,Oʻahu,Kaleiopuu Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Pearl City-Waipahu complex area.,https://www.kaleiopuues.k12.hi.us/,"94-665 Kaaholo Street, Waipahu, HI 96797"
274,Oʻahu,Kalihi Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kalihielementary.org/,"2471 Kula Kolea Drive, Honolulu, HI 96819"
275,Oʻahu,Kalihi Kai Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kalihikai.k12.hi.us/,"626 McNeil Street, Honolulu, HI 96817"
276,Oʻahu,Kalihi Uka Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.ukaeagles.k12.hi.us/,"2411 Kalihi Street, Honolulu, HI 96819"
277,Oʻahu,Kalihi Waena Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kwes.org/,"1240 Gulick Avenue, Honolulu, HI 96819"
278,Oʻahu,Kalihi-Palama Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"1325 Kalihi St, Honolulu, HI 96819, United States"
279,Oʻahu,Kamaile Academy PCS,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Nanakuli-Waianae complex area.,https://www.kamaile-academy.org/,"85-180 Ala Akau Street, Waianae, HI 96792"
280,Oʻahu,Kamiloiki Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Farrington-Kaiser-Kalani complex area.,https://www.kamiloikielementary.org/,"7788 Hawaii Kai Drive, Honolulu, HI 96825"
281,Oʻahu,Kaneohe Elementary,Public School,Broadband Availability; Device Availability; Digital Literacy; potential CAI,1,,,,x,x,x,,x,Serves the Castle-Kahuku complex area.,https://www.kaneohe-el.com/,"45-495 Kamehameha Highway, Kaneohe, HI 96744"
282,Oʻahu,Kaneohe Public Library,Public Library,Broadband Availability; Device Availability; Digital Literacy,1,1,1,1,1,1,1,1,1,"One of the 51 branches of the Hawaii State Public Library System.
Offers connectivity to devices and the internet and opportunities
for the digital literacy skills they need to be successful.",https://www.librarieshawaii.org/,"45-829 Kamehameha Hwy, Kaneohe, HI 96744, United States"
